,city,lat,lng,country,population
959,Qo‘qon,40.5286,70.9425,Uzbekistan,259700.0
960,Mişrātah,32.3775,15.092,Libya,259056.0
961,Singa,13.1483,33.9311,Sudan,259000.0
962,Tāluqān,36.7167,69.5167,Afghanistan,258758.0
963,Manta,-0.95,-80.7162,Ecuador,258697.0
964,Annaba,36.9,7.7667,Algeria,257359.0
965,Chingola,-12.5333,27.85,Zambia,256560.0
966,Verona,45.4386,10.9928,Italy,255588.0
967,San Pedro Carchá,15.4667,-90.3,Guatemala,255006.0
968,Sodo,6.855,37.7808,Ethiopia,254295.0
969,Fort-de-France,14.6,-61.0667,Martinique,253995.0
970,Mawlamyine,16.4847,97.6258,Burma,253734.0
971,Godomè,6.3667,2.35,Benin,253262.0
972,Kanggye,40.9667,126.6,"Korea, North",251971.0
973,Higüey,18.6181,-68.7111,Dominican Republic,251243.0
974,Pointe-à-Pitre,16.2411,-61.5331,Guadeloupe,250952.0
975,Timişoara,45.7597,21.23,Romania,250849.0
976,Bata,1.865,9.77,Equatorial Guinea,250770.0
977,Venice,45.4397,12.3319,Italy,250369.0
978,Al Bayḑā’,32.7628,21.755,Libya,250000.0
979,Türkistan,43.3019,68.2692,Kazakhstan,250000.0
980,Kurmuk,10.5563,34.2848,Sudan,250000.0
981,Natogyi,21.4167,95.65,Burma,250000.0
982,Las Condes,-33.4117,-70.55,Chile,249893.0
983,Rishon LeẔiyyon,31.95,34.8,Israel,249860.0
984,Osorno,-40.5725,-73.1353,Chile,249728.0
985,Banikoara,11.3,2.4333,Benin,248621.0
986,Vantaa,60.2944,25.0403,Finland,248199.0
987,Santa Clara,22.4067,-79.9531,Cuba,247436.0
988,Oruro,-17.9799,-67.13,Bolivia,246501.0
989,Győr,47.6842,17.6344,Hungary,246159.0
990,Mahajanga,-15.67,46.345,Madagascar,246022.0
991,Mount Lavinia,6.8339,79.8644,Sri Lanka,245974.0
992,Gdynia,54.5175,18.54,Poland,245222.0
993,Portoviejo,-1.0561,-80.4553,Ecuador,244129.0
994,Sarajevo,43.8564,18.4131,Bosnia and Herzegovina,244000.0
995,Kesbewa,6.7914,79.9378,Sri Lanka,243842.0
996,Eindhoven,51.4344,5.4842,Netherlands,243730.0
997,Bahir Dar,11.6,37.3833,Ethiopia,243300.0
998,Myitkyina,25.3833,97.4,Burma,243031.0
999,Birāṭnagar,26.4833,87.2833,Nepal,242548.0
1000,Marg‘ilon,40.4711,71.7247,Uzbekistan,242500.0
1001,Qyzylorda,44.85,65.5167,Kazakhstan,242462.0
1002,Man,7.4004,-7.55,Côte d’Ivoire,241969.0
1003,Haeju,38.0333,125.7167,"Korea, North",241599.0
1004,Gelemso,8.8167,40.5167,Ethiopia,241200.0
1005,Paramaribo,5.8522,-55.2039,Suriname,240924.0
1006,Tarapoto,-6.4833,-76.3667,Peru,240453.0
1007,Anju,39.62,125.66,"Korea, North",240117.0
1008,Chimoio,-19.1167,33.45,Mozambique,238976.0
1009,Lille,50.6278,3.0583,France,238695.0
1010,Braşov,45.6667,25.6167,Romania,237589.0
1011,Djougou,9.7,1.6667,Benin,237040.0
1012,P’yŏngsŏng-si,39.2605,125.8618,"Korea, North",236609.0
1013,Petaẖ Tiqwa,32.0833,34.8833,Israel,236169.0
1014,Central District,22.2867,114.155,Hong Kong,235953.0
1015,Gaborone,-24.6569,25.9086,Botswana,235884.0
1016,Zinder,13.8014,8.9849,Niger,235605.0
1017,Aguadilla,18.4382,-67.1537,Puerto Rico,235546.0
1018,Bayamo,20.3795,-76.6433,Cuba,235107.0
1019,Limassol,34.6747,33.0442,Cyprus,235056.0
1020,Georgetown,6.8011,-58.155,Guyana,235017.0
1021,Ibb,13.9759,44.1709,Yemen,234837.0
1022,Oral,51.2225,51.3725,Kazakhstan,234184.0
1023,Craiova,44.3333,23.8167,Romania,234140.0
1024,Bo,7.9564,-11.74,Sierra Leone,233684.0
1025,Mambéré,5.5,15.5,Central African Republic,233666.0
1026,Groningen,53.2167,6.5667,Netherlands,233273.0
1027,Ipswich,-27.6144,152.7608,Australia,232930.0
1028,Mbour,14.4104,-16.9649,Senegal,232777.0
1029,San Cristóbal,18.4167,-70.1333,Dominican Republic,232769.0
1030,Porto,41.1495,-8.6108,Portugal,231800.0
1031,Rancagua,-34.1667,-70.75,Chile,231370.0
1032,Türkmenabat,39.0833,63.5667,Turkmenistan,230861.0
1033,Zégoua,10.4519,-5.6511,Mali,230360.0
1034,Marka,1.7156,44.7703,Somalia,230100.0
1035,Košice,48.7167,21.25,Slovakia,229040.0
1036,Cobán,15.4833,-90.3667,Guatemala,228664.0
1037,Khénifra,32.9394,-5.6675,Morocco,228567.0
1038,Guantánamo,20.1383,-75.2061,Cuba,228436.0
1039,Tripoli,34.4367,35.8344,Lebanon,227857.0
1040,Rennes,48.1147,-1.6794,France,227830.0
1041,Choloma,15.6127,-87.9507,Honduras,227535.0
1042,Changhua,24.0667,120.5333,Taiwan,226564.0
1043,Toamasina,-18.155,49.41,Madagascar,225116.0
1044,Mutare,-18.9667,32.6333,Zimbabwe,224802.0
1045,Carlos Manuel de Céspedes,21.5767,-78.2775,Cuba,224488.0
1046,Capiatá,-25.3538,-57.4426,Paraguay,224152.0
1047,Cork,51.9,-8.4731,Ireland,222333.0
1048,Dili,-8.5594,125.5795,Timor-Leste,222323.0
1049,Týrnavos,39.7333,22.2833,Greece,222280.0
1050,Myeik,12.4333,98.6,Burma,222056.0
1051,Guéckédou,8.5667,-10.1333,Guinea,221715.0
1052,Ibb,13.9667,44.1667,Yemen,221472.0
1053,Tchaourou,8.8833,2.6,Benin,221108.0
1054,La Vega,19.22,-70.53,Dominican Republic,220279.0
1055,Ashdod,31.7978,34.6503,Israel,220174.0
1056,Prizren,42.2139,20.7397,Kosovo,220128.0
1057,Konibodom,40.2833,70.4167,Tajikistan,219000.0
1058,Kafue,-15.7667,28.1833,Zambia,219000.0
1059,Messina,38.1936,15.5542,Italy,218786.0
1060,Galaţi,45.4233,28.0425,Romania,217851.0
1061,Netanya,32.3286,34.8567,Israel,217200.0
1062,Qostanay,53.2,63.62,Kazakhstan,217135.0
1063,Zielona Góra,51.9333,15.5,Poland,216781.0
1064,Wellington,-41.2889,174.7772,New Zealand,216200.0
1065,Peñalolén,-33.4833,-70.55,Chile,216060.0
1066,Sidi Aïssa,36.5,4.2978,Algeria,215000.0
1067,Maţraḩ,23.6167,58.5667,Oman,214901.0
1068,Oulu,65.0142,25.4719,Finland,214814.0
1069,Almere,52.3667,5.2167,Netherlands,214715.0
1070,Kŭlob,37.9092,69.7819,Tajikistan,214700.0
1071,Warnes,-17.5167,-63.1667,Bolivia,214216.0
1072,Cascais,38.6972,-9.4217,Portugal,214158.0
1073,Sikasso,11.3167,-5.6667,Mali,213977.0
1074,Częstochowa,50.8,19.1167,Poland,213107.0
1075,Sidi Bel Abbès,35.1939,-0.6414,Algeria,212935.0
1076,Zhubei,24.8333,121.0119,Taiwan,212695.0
1077,Trondheim,63.44,10.4,Norway,212660.0
1078,Linz,48.3058,14.2864,Austria,211944.0
1079,Irákleio,35.3403,25.1344,Greece,211370.0
1080,Quilicura,-33.3667,-70.7333,Chile,210410.0
1081,Kairouan,35.6772,10.1008,Tunisia,210313.0
1082,Burgas,42.503,27.4702,Bulgaria,210284.0
1083,Arroyo Naranjo,23.0436,-82.3328,Cuba,210053.0
1084,Thingangyun,16.8281,96.1842,Burma,209486.0
1085,Beersheba,31.2522,34.7867,Israel,209000.0
1086,Sunyani,7.336,-2.336,Ghana,208496.0
1087,Ashaiman,5.6995,-0.0348,Ghana,208060.0
1088,Kasangati,0.4378,32.6025,Uganda,207800.0
1089,Quetzaltenango,14.8333,-91.5167,Guatemala,207620.0
1090,Babruysk,53.15,29.2333,Belarus,207351.0
1091,Parakou,9.35,2.6167,Benin,206667.0
1092,Bakaga,9.35,2.6167,Benin,206667.0
1093,Padova,45.4064,11.8778,Italy,206496.0
1094,Cidade de Nacala,-14.55,40.6833,Mozambique,206449.0
1095,Northcote,-36.8019,174.7494,New Zealand,205605.0
1096,Khān Yūnis,31.3402,34.3063,Gaza Strip,205125.0
1097,Biskra,34.85,5.7333,Algeria,204661.0
1098,Charleroi,50.4167,4.4442,Belgium,204322.0
1099,Geneva,46.2017,6.1469,Switzerland,203840.0
1100,Loja,-3.9833,-79.2,Ecuador,203496.0
1101,Turku,60.4517,22.2669,Finland,202250.0
1102,Jizzax,40.1158,67.8422,Uzbekistan,202200.0
1103,Las Tunas,20.9667,-76.95,Cuba,202105.0
1104,Al Khums,32.6497,14.2644,Libya,201943.0
1105,Debrecen,47.53,21.6392,Hungary,201704.0
1106,Loures,38.8309,-9.1684,Portugal,201632.0
1107,Radom,51.4036,21.1567,Poland,201601.0
1108,Petropavl,54.8833,69.1667,Kazakhstan,201446.0
1109,Maroua,10.5971,14.3157,Cameroon,201371.0
1110,Daşoguz,41.8333,59.9667,Turkmenistan,201142.0
1111,Hebron,31.5293,35.0938,West Bank,201063.0
1112,Lochau,47.5167,9.75,Austria,200000.0
1113,Kakuma,3.7167,34.8667,Kenya,200000.0
1114,Az Zāwīyah,32.7522,12.7278,Libya,200000.0
1115,Pristina,42.6666,21.1724,Kosovo,198897.0
1116,Laqţah,25.4175,51.5075,Qatar,198600.0
1117,Apopa,13.8,-89.1833,El Salvador,198528.0
1118,Lunga-Lunga,-4.55,39.12,Kenya,198423.0
1119,Trieste,45.6503,13.7703,Italy,198417.0
1120,Kankan,10.3833,-9.3,Guinea,198013.0
1121,Hobart,-42.8806,147.325,Australia,197451.0
1122,La Ceiba,15.7833,-86.7918,Honduras,197267.0
1123,Rajin,42.3444,130.3844,"Korea, North",196954.0
1124,Kajo Kaji,3.8863,31.667,South Sudan,196000.0
1125,Maharagama,6.848,79.9265,Sri Lanka,195355.0
1126,San Pedro de Macorís,18.4572,-69.3061,Dominican Republic,195307.0
1127,Liège,50.6397,5.5706,Belgium,195278.0
1128,Malema,-14.9486,37.4144,Mozambique,195077.0
1129,Mbarara,-0.6133,30.6583,Uganda,195013.0
1130,Tébessa,35.4,8.1167,Algeria,194461.0
1131,Holon,32.0167,34.7667,Israel,194300.0
1132,Bené Beraq,32.0807,34.8338,Israel,193774.0
1133,Pingtung,22.6761,120.4942,Taiwan,193563.0
1134,Kökshetaū,53.2833,69.3833,Kazakhstan,193492.0
1135,Quelimane,-17.8764,36.8872,Mozambique,192876.0
1136,Jalapa,14.6333,-89.9833,Guatemala,192676.0
1137,Fianarantsoa,-21.4333,47.0833,Madagascar,191776.0
1138,Tsing Yi Town,22.3456,114.1,Hong Kong,191500.0
1139,Angren,41.0167,70.1436,Uzbekistan,191300.0
1140,Ouargla,31.95,5.3167,Algeria,191136.0
1141,Pak Kret,13.9125,100.4978,Thailand,190272.0
1142,Ngaoundéré,7.3167,13.5833,Cameroon,189800.0
1143,Sokodé,8.9833,1.1333,Togo,189000.0
1144,Pinar del Río,22.4122,-83.6719,Cuba,188614.0
1145,Kenema,7.8833,-11.1833,Sierra Leone,188463.0
1146,Balkanabat,39.5167,54.3667,Turkmenistan,188429.0
1147,El Progreso,15.4009,-87.812,Honduras,188366.0
1148,Al Ḩasakah,36.4833,40.75,Syria,188160.0
1149,San Francisco de Macorís,19.3,-70.25,Dominican Republic,188118.0
1150,Desē,11.1333,39.6333,Ethiopia,187900.0
1151,Gharyān,32.1697,13.0167,Libya,187854.0
1152,Plzeň,49.7475,13.3775,Czechia,185599.0
1153,Banja Luka,44.7725,17.1925,Bosnia and Herzegovina,185042.0
1154,Yei,4.0904,30.68,South Sudan,185000.0
1155,Seixal,38.6428,-9.1061,Portugal,184269.0
1156,Al Qāmishlī,37.03,41.23,Syria,184231.0
1157,Breda,51.5875,4.775,Netherlands,184126.0
1158,Siguiri,11.4167,-9.1667,Guinea,183875.0
1159,Fernando de la Mora,-25.3281,-57.5509,Paraguay,183390.0
1160,Niš,43.3192,21.8961,Serbia,183164.0
1161,Oradea,47.0722,21.9211,Romania,183105.0
1162,Termiz,37.2167,67.2833,Uzbekistan,182800.0
1163,Odense,55.4004,10.3833,Denmark,182387.0
1164,Nouméa,-22.2625,166.4443,New Caledonia,182341.0
1165,Braga,41.5503,-8.42,Portugal,181494.0
1166,Kindia,10.0497,-12.8542,Guinea,181126.0
1167,Toulon,43.1258,5.9306,France,180834.0
1168,Mukdahan,16.5431,104.7228,Thailand,180600.0
1169,Ploieşti,44.9411,26.0225,Romania,180539.0
1170,Obuase,6.2,-1.6833,Ghana,180460.0
1171,Geelong,-38.15,144.35,Australia,180239.0
1172,Buḍhānilkanṭha,27.7758,85.3619,Nepal,179688.0
1173,Mongu,-15.2775,23.1319,Zambia,179585.0
1174,El Khroub,36.2667,6.7,Algeria,179033.0
1175,Tiaret,35.3667,1.3167,Algeria,178915.0
1176,Njeru,0.4311,33.1478,Uganda,178800.0
1177,Reims,49.2628,4.0347,France,178478.0
1178,Quevedo,-1.0333,-79.45,Ecuador,177792.0
1179,Kandi,11.1286,2.9369,Benin,177683.0
1180,Nijmegen,51.8425,5.8528,Netherlands,177659.0
1181,Ambato,-1.2422,-78.6289,Ecuador,177316.0
1182,Almada,38.6803,-9.1583,Portugal,177238.0
1183,Riobamba,-1.6731,-78.6483,Ecuador,177213.0
1184,Al Muḩarraq,26.25,50.6167,Bahrain,176583.0
1185,Hamilton,-37.7833,175.2833,New Zealand,176500.0
1186,Al Juwayyidah,31.9167,35.95,Jordan,176400.0
1187,León,12.4333,-86.8867,Nicaragua,176171.0
1188,Bejaïa,36.7511,5.0642,Algeria,176139.0
1189,Arafat,18.0583,-15.9621,Mauritania,175969.0
1190,Shibirghān,36.665,65.752,Afghanistan,175599.0
1191,Uppsala,59.8498,17.6389,Sweden,174982.0
1192,Habaswein,1.0166,39.4912,Kenya,174134.0
1193,Townsville,-19.25,146.8167,Australia,173724.0
1194,Pátra,38.25,21.7333,Greece,173600.0
1195,Basel,47.5606,7.5906,Switzerland,173552.0
1196,Jabālyā,31.5272,34.4835,Gaza Strip,172704.0
1197,Ongata Rongai,-1.4,36.77,Kenya,172570.0
1198,Saint-Étienne,45.4347,4.3903,France,172569.0
1199,Matosinhos,41.1867,-8.6844,Portugal,172557.0
1200,Sacaba,-17.4042,-66.0408,Bolivia,172466.0
1201,Kaolack,14.1389,-16.0764,Senegal,172305.0
1202,Podgorica,42.4414,19.2628,Montenegro,172139.0
1203,Rafaḩ,31.287,34.2595,Gaza Strip,171899.0
1204,Bir el Djir,35.7367,-0.5542,Algeria,171883.0
1205,Oeiras,38.697,-9.3017,Portugal,171658.0
1206,Amadora,38.75,-9.2333,Portugal,171454.0
1207,Baranavichy,53.1333,26.0167,Belarus,171361.0
1208,Petite Rivière de l’Artibonite,19.124,-72.4817,Haiti,170740.0
1209,Tonacatepeque,13.7833,-89.1167,El Salvador,170282.0
1210,Escuintla,14.2978,-90.7869,Guatemala,170280.0
1211,Aplahoué,6.9333,1.6833,Benin,170069.0
1212,As Suwayq,23.8494,57.4386,Oman,170000.0
1213,Cape Coast,5.1,-1.25,Ghana,169894.0
1214,Magwe,4.1354,32.2869,South Sudan,169826.0
1215,Al Marj,32.5005,20.83,Libya,169540.0
1216,Saḩāb,31.8667,36.0,Jordan,169434.0
1217,Batumi,41.6458,41.6417,Georgia,169095.0
1218,Kalalé,10.2953,3.3786,Benin,168882.0
1219,Toliara,-23.35,43.6667,Madagascar,168756.0
1220,Malanville,11.8667,3.3833,Benin,168641.0
1221,Moratuwa,6.7804,79.88,Sri Lanka,168280.0
1222,Gabès,33.8833,10.1167,Tunisia,167863.0
1223,Villa Canales,14.4833,-90.5333,Guatemala,167779.0
1224,Bayamón,18.3794,-66.1635,Puerto Rico,167312.0
1225,Jutiapa,14.2828,-89.8925,Guatemala,167049.0
1226,Mary,37.6069,61.8344,Turkmenistan,167027.0
1227,Kismaayo,-0.3603,42.5489,Somalia,166667.0
1228,Le Havre,49.49,0.1,France,166462.0
1229,Ratnapura,6.693,80.386,Sri Lanka,165998.0
1230,Idlib,35.9297,36.6317,Syria,165000.0
1231,Cienfuegos,22.1456,-80.4364,Cuba,164924.0
1232,Gondomar,41.15,-8.5333,Portugal,164257.0
1233,Abū Ḩulayfah,29.1322,48.1261,Kuwait,164212.0
1234,Arnhem,51.9833,5.9167,Netherlands,164096.0
1235,San Marcos,10.6204,-84.512,Costa Rica,163745.0
1236,Sidon,33.5606,35.3758,Lebanon,163554.0
1237,Wau,7.7,27.99,South Sudan,163442.0
1238,Chirchiq,41.4667,69.5833,Uzbekistan,162800.0
1239,Haarlem,52.3833,4.6333,Netherlands,162543.0
1240,Bizerte,37.2778,9.8639,Tunisia,162053.0
1241,Mukono,0.3533,32.7553,Uganda,161996.0
1242,Tema,5.6667,-0.0167,Ghana,161612.0
1243,Zemun,44.85,20.4,Serbia,161596.0
1244,Daule,-1.8667,-79.9833,Ecuador,161498.0
1245,Ash Shīḩānīyah,25.3722,51.2047,Qatar,161240.0
1246,San Miguel del Padrón,23.0964,-82.3267,Cuba,161072.0
1247,Zaranj,30.96,61.86,Afghanistan,160902.0
1248,Split,43.51,16.44,Croatia,160577.0
1249,Khōst,33.3331,69.9169,Afghanistan,160214.0
1250,Koudougou,12.25,-2.3667,Burkina Faso,160207.0
1251,Saint-Marc,19.1167,-72.7,Haiti,160181.0
1252,Milagro,-2.1347,-79.5872,Ecuador,159970.0
1253,Enschede,52.2225,6.8925,Netherlands,159732.0
1254,Ramat Gan,32.07,34.8235,Israel,159200.0
1255,Klaipėda,55.7125,21.135,Lithuania,158420.0
1256,Gweru,-19.4614,29.8022,Zimbabwe,158200.0
1257,Szeged,46.25,20.1667,Hungary,157930.0
1258,’s-Hertogenbosch,51.6833,5.3167,Netherlands,157486.0
1259,Amersfoort,52.155,5.3875,Netherlands,157462.0
1260,Nāblus,32.2199,35.2636,West Bank,156906.0
1261,Guimarães,41.445,-8.2908,Portugal,156830.0
1262,Molo,-0.2485,35.7319,Kenya,156732.0
1263,Kétou,7.3581,2.6075,Benin,156497.0
1264,Portmore,17.95,-76.8799,Jamaica,156469.0
1265,Ghorāhī,28.0408,82.4861,Nepal,156164.0
1266,Ar Ramthā,32.5589,36.0147,Jordan,155693.0
1267,Cap-Haïtien,19.75,-72.2,Haiti,155505.0
1268,Esmeraldas,0.9667,-79.6528,Ecuador,155487.0
1269,Salzburg,47.8,13.045,Austria,155021.0
1270,Luanshya,-13.1333,28.4,Zambia,154863.0
1271,Brăila,45.2692,27.9575,Romania,154686.0
1272,Saint-Louis,16.0333,-16.5,Senegal,154555.0
1273,Kitenkela,-1.4855,36.9047,Kenya,154436.0
1274,Durrës,41.3133,19.4458,Albania,153614.0
1275,Sukrah,36.8833,10.25,Tunisia,153307.0
1276,Newcastle,-32.9306,151.7542,Australia,152984.0
1277,Tete,-16.1579,33.5898,Mozambique,152909.0
1278,Ciudad Choluteca,13.3014,-87.1842,Honduras,152519.0
1279,Amatitlán,14.4833,-90.6167,Guatemala,152296.0
1280,Gulu,2.7817,32.2992,Uganda,152276.0
1281,Matanzas,23.0494,-81.5736,Cuba,151624.0
1282,Mufulira,-12.5356,28.2419,Zambia,151309.0
1283,Tauranga,-37.6858,176.1667,New Zealand,151300.0
1284,Manzanillo,20.3397,-77.1086,Cuba,150999.0
1285,Chichicastenango,14.9333,-91.1167,Guatemala,150932.0
1286,Kragujevac,44.0142,20.9394,Serbia,150623.0
1287,Mzuzu,-11.45,34.0333,Malawi,150100.0
1288,El Minié,34.447,35.8178,Lebanon,150000.0
1289,Bávaro,18.717,-68.45,Dominican Republic,150000.0
1290,Willemstad,12.108,-68.935,Curaçao,150000.0
1291,Kashikishi,-9.3,28.7167,Zambia,150000.0
1292,Borj Hammoud,33.8936,35.5403,Lebanon,150000.0
1293,Villanueva,15.3157,-87.9932,Honduras,149977.0
1294,Bohicon,7.2,2.0667,Benin,149271.0
1295,Port Louis,-20.1644,57.5042,Mauritius,149194.0
1296,Maīmanah,35.9333,64.75,Afghanistan,149040.0
1297,‘Ajlūn,32.3325,35.7517,Jordan,148870.0
1298,Jean-Rabel,19.85,-73.2,Haiti,148416.0
1299,Maridi,4.9151,29.4769,South Sudan,148000.0
1300,Nchelenge,-9.3533,28.7403,Zambia,147927.0
1301,Szombathely,47.2351,16.6219,Hungary,147920.0
1302,Kutaisi,42.2717,42.7056,Georgia,147900.0
1303,Kiambu,-1.1714,36.8356,Kenya,147870.0
1304,Siem Reap,13.3622,103.8597,Cambodia,147866.0
1305,Jyväskylä,62.2417,25.7417,Finland,147856.0
1306,Malakal,9.5369,31.656,South Sudan,147450.0
1307,Tipitapa,12.2,-86.1,Nicaragua,147379.0
1308,Keren,15.7778,38.4581,Eritrea,146500.0
1309,Dhamār,14.55,44.4017,Yemen,146346.0
1310,Stavanger,58.97,5.7314,Norway,146011.0
1311,Baní,18.29,-70.33,Dominican Republic,145595.0
1312,Vila Junqueiro,-15.4669,36.9778,Mozambique,145466.0
1313,Arad,46.175,21.3125,Romania,145078.0
1314,Urganch,41.55,60.6333,Uzbekistan,145000.0
1315,Comayagua,14.4528,-87.6379,Honduras,144785.0
1316,Mehtar Lām,34.6683,70.2089,Afghanistan,144162.0
1317,Dar Naim,18.0973,-15.9327,Mauritania,144043.0
1318,Ramu,3.9375,41.2203,Kenya,143850.0
1319,Aalborg,57.0337,9.9166,Denmark,143598.0
1320,Miskolc,48.1,20.7833,Hungary,143502.0
1321,Ilopango,13.7,-89.1167,El Salvador,142979.0
1322,Stara Zagora,42.4333,25.65,Bulgaria,142746.0
1323,Lichinga,-13.3,35.2456,Mozambique,142253.0
1324,Negombo,7.2111,79.8386,Sri Lanka,142136.0
1325,Boca Chica,18.4539,-69.6064,Dominican Republic,142019.0
1326,Lausanne,46.52,6.6333,Switzerland,141418.0
1327,Mejicanos,13.7333,-89.2167,El Salvador,141352.0
1328,Pemba,-12.9667,40.5167,Mozambique,141316.0
1329,Piteşti,44.8606,24.8678,Romania,141275.0
1330,Ruse,43.8445,25.9539,Bulgaria,140537.0
1331,Pécs,46.0708,18.2331,Hungary,140330.0
1332,Al ‘Aqabah,29.5322,35.0061,Jordan,140000.0
1333,Santa Tecla,13.6731,-89.2406,El Salvador,139908.0
1334,Reykjavík,64.1458,-21.9425,Iceland,139875.0
1335,Masaya,11.9667,-86.1,Nicaragua,139582.0
1336,Momostenango,15.0,2.0,Guatemala,139552.0
1337,La Romana,18.43,-68.97,Dominican Republic,139238.0
1338,Carolina,18.4054,-65.9792,Puerto Rico,139051.0
1339,Pantanal,18.5586,-68.3694,Dominican Republic,138919.0
1340,Jacmel,18.235,-72.537,Haiti,137966.0
1341,Montero,-17.3422,-63.2558,Bolivia,137931.0
1342,Moundou,8.5667,16.0833,Chad,137929.0
1343,Koutiala,12.3833,-5.4667,Mali,137919.0
1344,Norrköping,58.5919,16.1856,Sweden,137326.0
1345,Quillacollo,-17.4,-66.2833,Bolivia,137182.0
1346,Medina Estates,5.6658,-0.1631,Ghana,137162.0
1347,Huehuetenango,15.3147,-91.4761,Guatemala,136639.0
1348,Port-Gentil,-0.7167,8.7833,Gabon,136462.0
1349,Qabr as Sitt,33.4466,36.3364,Syria,136427.0
1350,Bacău,46.5833,26.9167,Romania,136087.0
1351,Birgañj,27.0,84.8667,Nepal,135904.0
1352,Tobruk,32.0833,23.95,Libya,135832.0
1353,Gitega,-3.4283,29.925,Burundi,135467.0
1354,Nkongsamba,4.95,9.9333,Cameroon,135405.0
1355,Ahuachapán,13.9167,-89.85,El Salvador,135325.0
1356,Maldonado,-34.9,-54.95,Uruguay,135014.0
1357,Ruhengeri,-1.5,29.6333,Rwanda,135000.0
1358,Djakotomé,6.9,1.7167,Benin,134704.0
1359,Mörön,49.6375,100.1614,Mongolia,134530.0
1360,Bern,46.948,7.4474,Switzerland,134506.0
1361,Ashqelon,31.6658,34.5664,Israel,134454.0
1362,Livingstone,-17.85,25.8667,Zambia,134349.0
1363,Sibiu,45.7928,24.1519,Romania,134308.0
1364,Tiraspol,46.85,29.6333,Moldova,133807.0
1365,Tokha,27.75,85.3333,Nepal,133755.0
1366,Peristéri,38.0167,23.6833,Greece,133630.0
1367,Madīnat Ḩamad,26.1128,50.5139,Bahrain,133550.0
1368,Ségou,13.45,-6.2667,Mali,133501.0
1369,Matagalpa,12.9167,-85.9167,Nicaragua,133416.0
1370,Bibémi,9.3167,13.8833,Cameroon,133191.0
1371,Uppsala,59.8601,17.64,Sweden,133117.0
1372,Male,4.1753,73.5089,Maldives,133019.0
1373,Schaarbeek,50.8675,4.3736,Belgium,132799.0
1374,Luxembourg,49.6117,6.1319,Luxembourg,132780.0
1375,Reẖovot,31.8914,34.8078,Israel,132671.0
1376,Rustavi,41.5436,45.0117,Georgia,132333.0
1377,Āwarē,8.2667,44.15,Ethiopia,132149.0
1378,Surat Thani,9.1397,99.3306,Thailand,132040.0
1379,Papeete,-17.5334,-149.5667,French Polynesia,131695.0
1380,Västerås,59.6173,16.5422,Sweden,131643.0
1381,Buea,4.1667,9.2333,Cameroon,131325.0
1382,Spanish Town,17.9959,-76.9551,Jamaica,131056.0
1383,Lam Tin,22.3094,114.2361,Hong Kong,131000.0
1384,Vlorë,40.45,19.4833,Albania,130827.0
1385,Trinidad,-14.8292,-64.9014,Bolivia,130657.0
1386,Innsbruck,47.2683,11.3933,Austria,130585.0
1387,Udon Thani,17.4167,102.75,Thailand,130531.0
1388,Arcahaie,18.7702,-72.5123,Haiti,130306.0
1389,Tabarre,18.5833,-72.2667,Haiti,130283.0
1390,Battambang,13.1028,103.1983,Cambodia,130000.0
1391,Antsiranana,-12.2765,49.3115,Madagascar,129320.0
1392,Mansa,-11.2,28.8833,Zambia,129185.0
1393,Bat Yam,32.0231,34.7503,Israel,128800.0
1394,Örebro,59.2669,15.1965,Sweden,128658.0
1395,Dessalines,19.2618,-72.5161,Haiti,127529.0
1396,Ciudad Sandino,12.1655,-86.3579,Nicaragua,127517.0
1397,Kayes,14.4497,-11.4367,Mali,127368.0
1398,Koforidua,6.1,-0.2667,Ghana,127334.0
1399,Delgado,13.7167,-89.1667,El Salvador,126839.0
1400,Ñemby,-25.394,-57.5398,Paraguay,126817.0
1401,Kamëz,41.3833,19.7667,Albania,126777.0
1402,Bokhtar,37.8364,68.7803,Tajikistan,126700.0
1403,Suhum,6.0409,-0.45,Ghana,126403.0
1404,Arecibo,18.4491,-66.7387,Puerto Rico,125548.0
1405,Sakiet ed Daier,34.8,10.78,Tunisia,125204.0
1406,Juticalpa,14.6672,-86.2196,Honduras,124828.0
1407,Koidu,8.6439,-10.9717,Sierra Leone,124662.0
1408,Yeebo Town,5.25,-7.9167,Liberia,124653.0
1409,Ouahigouya,13.5833,-2.4167,Burkina Faso,124580.0
1410,Pinsk,52.1153,26.1031,Belarus,124295.0
1411,Bimbo,4.2558,18.4042,Central African Republic,124176.0
1412,Kuopio,62.8925,27.6783,Finland,124131.0
1413,Savannakhet,16.55,104.75,Laos,124000.0
1414,Dūmā,33.5833,36.4,Syria,123494.0
1415,Ariana,36.8625,10.1956,Tunisia,123079.0
1416,Kaya,13.0833,-1.0833,Burkina Faso,122949.0
1417,Kilifi,-3.6333,39.85,Kenya,122899.0
1418,Yuanlin,23.9611,120.5736,Taiwan,122763.0
1419,Hoima,1.4319,31.3525,Uganda,122700.0
1420,Puerto Cortés,15.8833,-87.95,Honduras,122426.0
1421,Maina,13.4692,144.7332,Guam,122411.0
1422,Gyumri,40.7894,43.8475,Armenia,121976.0
1423,Chinandega,12.6167,-87.15,Nicaragua,121793.0
1424,Port-de-Paix,19.95,-72.8333,Haiti,121220.0
1425,Anderlecht,50.8333,4.3333,Belgium,120887.0
1426,Lahti,60.9833,25.65,Finland,120809.0
1427,Gafsa,34.4225,8.7842,Tunisia,120739.0
